game,iteration,loss,reward,cumulative_reward,lives_left
1,32,0.00022801229426081958,0.0,0.0,3
1,33,0.00022791983359198508,0.0,0.0,3
1,34,0.0002277270094728448,0.0,0.0,3
1,35,0.00022747608429971088,0.0,0.0,3
1,36,0.00022725790365187837,0.0,0.0,3
1,37,0.00022683447181548995,0.0,0.0,3
1,38,0.00022655699627152753,0.0,0.0,3
1,39,0.00022609629245192475,0.0,0.0,3
1,40,0.00022551990006357874,0.0,0.0,3
1,41,0.00022509951505677399,0.0,0.0,3
1,42,0.00022452948483026895,0.0,0.0,3
1,43,0.0002239983313977342,0.0,0.0,3
1,44,0.00022104715666800334,0.0,0.0,3
1,45,0.00022045146708785413,0.0,0.0,3
1,46,0.0002184368508528284,0.0,0.0,3
1,47,0.000216953242798225,0.0,0.0,3
1,48,0.00021433511306971682,0.0,0.0,3
1,49,0.00021539389910227367,0.0,0.0,3
1,50,0.00020835634556704672,0.0,0.0,3
1,51,0.00021149991790720218,0.0,0.0,3
1,52,0.00021369709351838498,0.0,5.0,3
1,53,0.7844467694790785,0.0,5.0,3
1,54,0.7844668244777896,0.0,5.0,3
1,55,0.00022030036210411694,0.0,5.0,3
1,56,0.7845448246304213,0.0,5.0,3
1,57,0.00023073934701408084,0.0,5.0,3
1,58,0.7846518867345815,0.0,5.0,3
1,59,0.7847213089075248,0.0,5.0,3
1,60,0.00025919479269257,0.0,5.0,3
1,61,0.784895248296405,0.0,5.0,3
1,62,0.0002796931684265264,0.0,5.0,3
1,63,0.7850765207031167,0.0,5.0,3
1,64,0.39268354044449455,0.0,5.0,3
1,65,0.39284673930281905,0.0,5.0,3
1,66,0.7855132487378461,0.0,5.0,3
1,67,0.39311259161819484,0.0,5.0,3
1,68,0.3932115897975513,0.0,5.0,3
1,69,0.000477455838587298,0.0,5.0,3
1,70,0.3934083715200021,0.0,5.0,3
1,71,0.3935338283046831,0.0,5.0,3
1,72,0.0005711785510277106,0.0,5.0,3
1,73,0.0005903612396150597,0.0,5.0,3
1,74,0.0006235474727286098,0.0,5.0,3
1,75,0.7872722698666982,0.0,5.0,3
1,76,0.0006643503017922648,0.0,5.0,3
1,77,0.0006998178661110898,0.0,5.0,3
1,78,0.0007228841904483816,0.0,5.0,3
1,79,0.7876471104487285,0.0,5.0,3
1,80,0.39422339743316975,0.0,5.0,3
1,81,0.00077775088418301,0.0,5.0,3
1,82,0.0008115489796966609,0.0,5.0,3
1,83,0.39442988928688555,0.0,5.0,3
1,84,0.39448143813810377,0.0,5.0,3
1,85,0.7882831172818342,0.0,5.0,3
1,86,0.7883702020568403,0.0,5.0,3
1,87,0.7884701839307701,0.0,5.0,3
1,88,0.7885783564532421,0.0,5.0,3
1,89,0.7886363951547044,0.0,5.0,3
1,90,0.0010449748298785658,0.0,5.0,3
1,91,0.7892562437635277,0.0,5.0,3
1,92,0.0011376930361167508,0.0,5.0,3
1,93,0.3952933035874792,0.0,5.0,3
1,94,0.0012176005962852181,0.0,5.0,3
1,95,0.0012375821729583814,0.0,5.0,3
1,96,0.5270237276750663,0.0,5.0,3
1,97,0.7902432601838553,0.0,5.0,3
1,98,0.7904931780125688,0.0,5.0,3
1,99,0.7908230841979159,0.0,5.0,3
1,100,0.7908455776351659,0.0,5.0,3
1,101,0.26489945503871787,0.0,5.0,3
1,102,0.0018775105814780643,0.0,5.0,3
1,103,0.001936681829266069,0.0,5.0,3
1,104,0.0020215106951912668,0.0,5.0,3
1,105,0.002049865924760789,0.0,5.0,3
1,106,0.0021311289469635466,0.0,5.0,3
1,107,0.5293153541628443,0.0,5.0,3
1,108,0.0022257878682539495,0.0,5.0,3
1,109,0.39784929652049905,0.0,5.0,3
1,110,0.002346104447457252,0.0,5.0,3
1,111,0.7937606151132938,0.0,5.0,3
1,112,0.7938548297451465,0.0,5.0,3
1,113,0.002436970180746703,0.0,5.0,3
1,114,0.0024879316184104206,0.0,10.0,3
1,115,0.26637649415994763,0.0,10.0,3
1,116,0.39845457523128774,0.0,10.0,3
1,117,1.5866634523076193,5.0,10.0,3
1,118,0.39863641216585866,0.0,10.0,3
1,119,0.0027504213283306815,0.0,10.0,3
1,120,1.1913787494906363,0.0,10.0,3
1,121,0.002907229910745199,0.0,10.0,3
1,122,0.0029457307740978333,0.0,10.0,3
1,123,0.39932862218380866,0.0,10.0,3
1,124,0.0031013192963969417,0.0,10.0,3
1,125,2.366524082415331,0.0,20.0,3
1,126,0.003373745015626997,0.0,20.0,3
1,127,0.7969909341630549,0.0,20.0,3
1,128,0.0034926010501003454,0.0,20.0,3
1,129,0.0035879312374148477,0.0,20.0,3
1,130,1.318641476353368,0.0,20.0,3
1,131,1.9771699962535416,0.0,20.0,3
1,132,0.7989639078405999,0.0,20.0,3
1,133,0.40201814865836233,0.0,20.0,3
1,134,0.004510621648233877,0.0,20.0,3
