game,iteration,loss,reward,cumulative_reward,done,lives_left
1,1,,0.0,0.0,False,3
1,2,,0.0,0.0,False,3
1,3,,0.0,0.0,False,3
1,4,,0.0,0.0,False,3
1,5,,0.0,0.0,False,3
1,6,,0.0,0.0,False,3
1,7,,0.0,0.0,False,3
1,8,,0.0,0.0,False,3
1,9,,0.0,0.0,False,3
1,10,,0.0,0.0,False,3
1,11,,0.0,0.0,False,3
1,12,,0.0,0.0,False,3
1,13,,0.0,0.0,False,3
1,14,,0.0,0.0,False,3
1,15,,0.0,0.0,False,3
1,16,,0.0,0.0,False,3
1,17,,0.0,0.0,False,3
1,18,,0.0,0.0,False,3
1,19,,0.0,0.0,False,3
1,20,,0.0,0.0,False,3
1,21,,0.0,0.0,False,3
1,22,,0.0,0.0,False,3
1,23,,0.0,0.0,False,3
1,24,,0.0,0.0,False,3
1,25,,0.0,0.0,False,3
1,26,,0.0,0.0,False,3
1,27,,0.0,0.0,False,3
1,28,,0.0,0.0,False,3
1,29,,0.0,0.0,False,3
1,30,,0.0,0.0,False,3
1,31,,0.0,0.0,False,3
1,32,1.0447552458411056,0.0,0.0,False,3
1,33,1.018810968332305,0.0,0.0,False,3
1,34,0.8179471847849785,0.0,0.0,False,3
1,35,0.5311443691610357,0.0,0.0,False,3
1,36,0.32228527141264873,0.0,0.0,False,3
1,37,0.19872404614901928,0.0,0.0,False,3
1,38,0.14047517065390466,0.0,0.0,False,3
1,39,0.12372984757236827,0.0,0.0,False,3
1,40,0.1298269609427194,0.0,0.0,False,3
1,41,0.14652666841850556,0.0,0.0,False,3
1,42,0.16660144751689007,0.0,0.0,False,3
1,43,0.1855811593535517,0.0,0.0,False,3
1,44,0.20332109636097218,0.0,0.0,False,3
1,45,0.2159685266926059,0.0,0.0,False,3
1,46,0.22807494699212716,0.0,0.0,False,3
1,47,0.2347930633298562,0.0,0.0,False,3
1,48,0.24060632495014422,0.0,0.0,False,3
1,49,0.23925694227409697,0.0,0.0,False,3
1,50,0.24186911458755897,0.0,0.0,False,3
1,51,0.2366623552770426,0.0,0.0,False,3
1,52,0.23132555578985373,0.0,0.0,False,3
1,53,0.22604418265284332,0.0,0.0,False,3
1,54,0.21801750472975115,0.0,0.0,False,3
1,55,0.20585104296175818,0.0,0.0,False,3
1,56,0.19854914943383287,0.0,0.0,False,3
1,57,0.18178318295142737,0.0,0.0,False,3
1,58,0.17060988814000486,0.0,0.0,False,3
1,59,0.1545032826802062,0.0,0.0,False,3
1,60,0.14031718081396277,0.0,0.0,False,3
1,61,0.13075010269968754,0.0,0.0,False,3
1,62,0.11617406382940082,0.0,0.0,False,3
1,63,0.10487190271930961,0.0,0.0,False,3
1,64,0.08790645763476006,0.0,0.0,False,3
1,65,0.08419402923483688,0.0,0.0,False,3
1,66,0.07210383974882674,0.0,0.0,False,3
1,67,0.06020748825458396,0.0,0.0,False,3
1,68,0.04885603884812296,0.0,0.0,False,3
1,69,0.03969213217776207,0.0,0.0,False,3
1,70,0.036051504852778214,0.0,0.0,False,3
1,71,0.03326681320216529,0.0,0.0,False,3
1,72,0.026731121894036595,0.0,0.0,False,3
1,73,0.027636840315782063,0.0,0.0,False,3
1,74,0.02457457889734985,0.0,0.0,False,3
1,75,0.023523530773661896,0.0,0.0,False,3
1,76,0.023658489110519956,0.0,0.0,False,3
1,77,0.024925550719039753,0.0,0.0,False,3
1,78,0.024888730114608168,0.0,0.0,False,3
1,79,0.02755381738113565,0.0,0.0,False,3
1,80,0.025722421921526184,0.0,0.0,False,3
1,81,0.02424695252629847,0.0,0.0,False,3
1,82,0.023816636031139957,0.0,0.0,False,3
1,83,0.023121840737691687,0.0,0.0,False,3
1,84,0.02310442298306756,0.0,0.0,False,3
1,85,0.021587622619626216,0.0,0.0,False,3
1,86,0.020701959636656476,0.0,0.0,False,3
1,87,0.02109838116768017,0.0,0.0,False,3
1,88,0.02251799145651431,0.0,0.0,False,3
1,89,0.0226263053786244,0.0,0.0,False,3
