game,iteration,loss,reward,cumulative_reward,lives_left
1,32,0.0019917012022900495,0.0,0.0,3
1,33,0.00199109546649145,0.0,0.0,3
1,34,0.001993493883736289,0.0,0.0,3
1,35,0.001989735295906739,0.0,0.0,3
1,36,0.001989405268042798,0.0,0.0,3
1,37,0.001982961639127949,0.0,0.0,3
1,38,0.001977816505352304,0.0,0.0,3
1,39,0.001976146764911527,0.0,0.0,3
1,40,0.001974305835895938,0.0,0.0,3
1,41,0.0019699885572733136,0.0,0.0,3
1,42,0.001963908699521897,0.0,0.0,3
1,43,0.001955822141394762,0.0,0.0,3
1,44,0.0019648693382439456,0.0,0.0,3
1,45,0.0019583439160943965,0.0,0.0,3
1,46,0.0019651532994073495,0.0,0.0,3
1,47,0.00195447460589802,0.0,0.0,3
1,48,0.001956897392461333,0.0,0.0,3
1,49,0.0019522226724219824,0.0,0.0,3
1,50,0.0019477391774077157,0.0,0.0,3
1,51,0.0019425870544509279,0.0,0.0,3
1,52,0.001962829588835703,0.0,0.0,3
1,53,0.001954283246096132,0.0,0.0,3
1,54,0.0019457722696019626,0.0,0.0,3
1,55,0.0019665384025044827,0.0,0.0,3
1,56,0.001954458987303607,0.0,0.0,3
1,57,0.0019806455536340475,0.0,0.0,3
1,58,0.0019416745878252295,0.0,0.0,3
1,59,0.00195381468987604,0.0,0.0,3
1,60,0.0019536876529544166,0.0,0.0,3
1,61,0.0019530892286225962,0.0,0.0,3
1,62,0.001934986086219559,0.0,0.0,3
1,63,0.0019285280990573334,0.0,0.0,3
1,64,0.0019548296206652526,0.0,0.0,3
1,65,0.001963558654844914,0.0,0.0,3
1,66,0.0019222943422690037,0.0,0.0,3
1,67,0.001920814453536378,0.0,0.0,3
1,68,0.0019188209324718804,0.0,0.0,3
1,69,0.0018823280882801917,0.0,0.0,3
1,70,0.00187916816320932,0.0,0.0,3
1,71,0.001867033228587338,0.0,0.0,3
1,72,0.001880811211299789,0.0,0.0,3
1,73,0.0018554736742536753,0.0,0.0,3
1,74,0.0018640849642084028,0.0,0.0,3
1,75,0.001859189612046853,0.0,0.0,3
1,76,0.0018516907554270664,0.0,0.0,3
1,77,0.001852455123996622,0.0,0.0,3
1,78,0.0018354340251556126,0.0,0.0,3
1,79,0.0017741633192851689,0.0,0.0,3
1,80,0.0018288078176877801,0.0,0.0,3
1,81,0.0018083556306844489,0.0,0.0,3
1,82,0.001789501783772416,0.0,0.0,3
1,83,0.0017895256713231563,0.0,0.0,3
1,84,0.0018005678341302697,0.0,0.0,3
1,85,0.0017621137272534936,0.0,0.0,3
1,86,0.0017722086512207808,0.0,0.0,3
1,87,0.0017814689407492767,0.0,0.0,3
1,88,0.0017587244816982188,0.0,0.0,3
1,89,0.001730869295340233,0.0,0.0,3
1,90,0.0017795077495244864,0.0,0.0,3
1,91,0.0017140834824848313,0.0,0.0,3
1,92,0.0017194395925889047,0.0,0.0,3
1,93,0.0017253614896568428,0.0,0.0,3
1,94,0.0017176102422578208,0.0,0.0,3
1,95,0.0016970579172951618,0.0,0.0,3
1,96,0.0017005418916311913,0.0,0.0,3
1,97,0.0017008584268257832,0.0,0.0,3
1,98,0.0016672643637691553,0.0,0.0,3
1,99,0.0016947563278170714,0.0,0.0,3
1,100,0.001664573879626809,0.0,0.0,3
1,101,0.0016541073399020426,0.0,0.0,3
1,102,0.0016712856094128485,0.0,0.0,3
1,103,0.0016309704603699312,0.0,0.0,3
1,104,0.00159788326160312,0.0,0.0,3
1,105,0.001605454311375246,0.0,0.0,3
1,106,0.0016232375257397406,0.0,0.0,3
1,107,0.0015895289138804787,0.0,0.0,3
1,108,0.0016256682749985643,0.0,0.0,3
1,109,0.0015987940844974249,0.0,0.0,3
1,110,0.0015892479221900318,0.0,0.0,3
1,111,0.0015882872366264691,0.0,0.0,3
1,112,0.0015632252391828926,0.0,0.0,3
1,113,0.0015540433315552,0.0,0.0,3
1,114,0.0015539494447872773,0.0,0.0,3
1,115,0.0015541051188649579,0.0,0.0,3
1,116,0.0015468571518479212,0.0,0.0,3
1,117,0.0015587313361762514,0.0,0.0,3
1,118,0.0015506974966090945,0.0,0.0,3
1,119,0.0015377408487254238,0.0,0.0,3
1,120,0.0014875043091056072,0.0,0.0,3
1,121,0.0015176356168605729,0.0,0.0,3
1,122,0.0015238566076487305,0.0,0.0,3
1,123,0.0015086406494971658,0.0,0.0,3
1,124,0.0014966444111143406,0.0,0.0,3
1,125,0.0014887138819076908,0.0,0.0,3
1,126,0.0014924883116591064,0.0,0.0,3
1,127,0.0014827759542807477,0.0,0.0,3
1,128,0.001469620058217827,0.0,0.0,3
1,129,0.0014778696473198103,0.0,0.0,3
1,130,0.001469361769558776,0.0,0.0,3
1,131,0.0014763944962171182,0.0,0.0,3
1,132,0.0014640788442594904,0.0,0.0,3
1,133,0.0014524433706597584,0.0,0.0,3
1,134,0.0014436352903971156,0.0,0.0,3
1,135,0.0014429660034895814,0.0,0.0,3
1,136,0.0014363670364396217,0.0,0.0,3
1,137,0.0014314113557217744,0.0,0.0,3
1,138,0.001431349418409212,0.0,0.0,3
1,139,0.0014252650661569623,0.0,0.0,3
1,140,0.0014179567776263957,0.0,0.0,3
1,141,0.0014345685513723523,0.0,0.0,3
1,142,0.0014005501409750957,0.0,0.0,3
1,143,0.0014221869151384387,0.0,0.0,3
1,144,0.0013975524761753008,0.0,0.0,3
1,145,0.0013915521295063162,0.0,0.0,3
1,146,0.0013858763471339412,0.0,0.0,3
1,147,0.0013772570715792373,0.0,0.0,3
1,148,0.001365438964367468,0.0,0.0,3
1,149,0.00137613475659786,0.0,0.0,3
1,150,0.0013655140842280657,0.0,0.0,3
1,151,9.395114874971283,0.0,30.0,3
1,152,0.0014959250708198588,0.0,30.0,3
1,153,0.0015437421934838887,0.0,30.0,3
1,154,0.00158024105094733,0.0,30.0,3
1,155,14.095183163613894,0.0,30.0,3
1,156,0.001712018505395555,0.0,30.0,3
1,157,14.097043834056885,0.0,30.0,3
1,158,0.001978191743851127,0.0,30.0,3
1,159,0.002152893694515048,0.0,30.0,3
1,160,0.002208312162481667,0.0,30.0,3
1,161,0.002290814292657215,0.0,30.0,3
1,162,9.403471912917036,0.0,30.0,3
1,163,0.0027502595386323554,0.0,30.0,3
1,164,0.0027967544763899317,0.0,30.0,3
1,165,0.0029772999545509744,0.0,30.0,3
1,166,0.0031110262147838476,0.0,30.0,3
1,167,0.003232138175405902,0.0,30.0,3
1,168,9.408560849469037,30.0,30.0,3
1,169,9.409078973288658,0.0,30.0,3
1,170,0.003703630281409402,0.0,30.0,3
1,171,0.0039270262354346155,0.0,30.0,3
1,172,0.0042707228953046215,0.0,30.0,3
1,173,0.004342583493348062,0.0,30.0,3
1,174,0.0045526289362065485,0.0,30.0,3
1,175,0.004531121610262199,0.0,30.0,3
1,176,0.004665107545031865,0.0,30.0,3
1,177,9.415989250566923,0.0,30.0,3
1,178,0.0048424034914476815,0.0,30.0,3
1,179,0.004976091300878195,0.0,30.0,3
