game,iteration,loss,reward,lives_left
1,289,2.8747532012055963,0.0,2
1,290,5.933473967982003,0.0,2
1,291,7.078371267503158,0.0,2
1,292,4.560636338848062,0.0,2
1,295,5.240590426824188,0.0,2
1,297,5.351531819089789,0.0,2
1,299,5.28949665161766,0.0,2
1,300,6.586837239520488,0.0,2
1,301,5.529309700226695,0.0,2
1,303,3.5850428765436377,0.0,2
1,304,3.3882195006945395,0.0,2
1,305,7.526047546100748,0.0,2
1,306,4.703687732451921,0.0,2
1,308,2.2447186363308966,0.0,2
1,310,2.9363678395601784,0.0,2
1,315,5.24389534824357,0.0,2
1,316,1.419415977270374,0.0,2
1,317,1.889658106518296,0.0,2
1,318,3.9208469126058616,0.0,2
1,319,4.340644906941169,0.0,2
1,320,3.5790407953948296,0.0,2
1,321,5.075958732438211,0.0,2
1,322,3.177456689200973,0.0,2
1,323,4.589209553729986,0.0,2
1,324,5.720040369467417,0.0,2
1,325,6.1142602076206005,0.0,2
1,326,5.88904675514719,0.0,2
1,328,5.286424984055518,0.0,2
1,329,7.157780320351696,0.0,2
1,330,7.3009277703559565,0.0,2
1,331,4.5434059095222,0.0,2
1,334,7.214874930339702,0.0,2
1,335,3.5431092612921016,0.0,2
1,336,3.099018671315381,0.0,2
1,340,3.2771179268884034,0.0,2
1,342,7.004841919993158,0.0,2
1,343,9.721546915853509,5.0,2
1,345,7.771978275861578,0.0,2
1,346,8.220802774583586,0.0,2
1,347,3.242801613426239,0.0,2
1,348,6.552201841285823,0.0,2
1,349,7.697938641910682,0.0,2
1,350,9.358464793839838,0.0,2
1,352,3.350623011200167,0.0,2
1,354,5.148861985633808,0.0,2
1,355,4.93296836635303,0.0,2
1,356,3.8364442130875407,0.0,2
1,357,8.433478941362686,0.0,2
1,358,8.067971908360967,0.0,2
1,359,8.726332500082165,0.0,2
1,360,2.4415366310865516,0.0,2
1,361,2.0887198452356484,0.0,2
1,362,2.6188202940297254,0.0,2
1,364,4.30982787524136,0.0,2
1,365,6.3711037681934615,0.0,2
1,366,6.852916265834252,0.0,2
1,367,4.472012112091154,0.0,2
1,368,5.11906572903022,0.0,2
1,369,3.7062180720738245,0.0,2
1,370,5.357641290078007,0.0,2
1,371,7.047930386401714,0.0,2
1,372,8.716268741663093,0.0,2
1,373,6.178445592510581,0.0,2
1,374,7.57076481030882,0.0,2
1,375,8.006084540999682,0.0,2
1,376,6.433339157654942,0.0,2
1,377,8.919053545087625,0.0,2
1,379,3.1797727288973157,0.0,2
1,380,7.7258826212654625,0.0,2
1,382,6.011375675133832,0.0,2
1,384,4.942234820750647,0.0,2
1,386,3.4661249218933907,0.0,2
1,387,9.23156002309755,0.0,2
1,388,3.4749962576626907,0.0,2
1,389,8.232972547279552,0.0,2
1,390,7.5010122424296215,0.0,2
1,392,8.632679565164345,0.0,2
1,394,1.9142148727722916,0.0,2
1,395,4.801461100460276,0.0,2
1,396,4.468952215135751,0.0,2
1,397,5.281558196633954,0.0,2
1,398,2.4928676115035415,0.0,2
1,399,3.2770278218115703,0.0,2
1,401,5.912057684604039,0.0,2
1,404,6.371651812338789,0.0,2
1,405,5.653601578373119,0.0,2
1,406,0.6159550073676567,0.0,2
1,407,3.8567494289751907,0.0,2
1,409,8.524149307651546,0.0,2
1,410,5.398052526123829,0.0,2
1,411,5.327294768775596,0.0,2
1,412,2.9168668137960414,0.0,2
1,414,8.67815328293521,0.0,2
1,416,8.105434890404577,0.0,2
1,417,6.755347737867301,0.0,2
1,418,5.536778112760283,0.0,2
1,419,6.1134087559462,0.0,2
1,420,3.6978230878260314,0.0,2
1,422,4.602862500189351,0.0,2
1,424,3.364936756254694,0.0,2
1,426,3.4254239288253627,0.0,2
1,428,6.301829440322151,0.0,2
1,429,4.6090196074650445,0.0,2
1,430,5.712392423425784,0.0,2
1,433,1.680165290190916,0.0,2
1,435,5.794175895641536,0.0,2
1,436,3.5921263236768666,0.0,2
1,437,3.0243494659399404,0.0,2
1,438,3.4893720008207625,0.0,2
1,439,2.555483588275796,0.0,2
1,440,2.9987366946395753,0.0,2
1,442,7.516813783377842,0.0,2
1,443,8.24587122174957,0.0,2
1,444,1.0210058329553624,0.0,2
1,445,3.035752258657638,0.0,2
1,446,3.471514168357628,5.0,2
1,447,2.0457322262570776,0.0,2
1,448,2.0914311943165407,0.0,2
1,449,3.13428019646686,0.0,2
1,452,5.502306693340115,0.0,2
1,453,5.793558529051802,0.0,2
1,454,5.222845514605696,0.0,2
1,456,5.937257421641196,0.0,2
1,457,4.745264909447106,0.0,2
1,458,2.9865003487665067,0.0,2
1,460,3.8960920263629566,0.0,2
1,461,2.656418615748115,0.0,2
1,462,3.4213648108246453,0.0,2
1,463,1.8958849974518444,0.0,2
1,466,3.83165039101078,0.0,2
1,468,4.24560960942204,0.0,2
1,470,3.70059936535849,0.0,2
1,471,4.925182337891902,0.0,2
1,472,6.22345541526035,0.0,2
1,474,14.25359758504205,0.0,2
1,476,16.047886801258677,0.0,2
1,477,4.474243778176155,0.0,2
1,478,4.620959213597596,0.0,2
1,479,3.7654700460547468,0.0,2
1,480,4.703245372205999,0.0,2
1,481,3.2094069269694194,0.0,2
1,482,4.6804748078410805,0.0,2
1,483,4.679290110282158,0.0,2
1,484,5.311744965486169,0.0,2
1,485,5.0551885006847765,0.0,2
1,486,1.099581536094036,0.0,2
1,487,3.6597536345448027,0.0,2
1,488,1.7946206054098561,0.0,2
1,489,1.8003325554473477,0.0,2
1,492,3.1102039656290463,0.0,2
1,494,4.239899310839898,0.0,2
1,496,0.315279566606884,0.0,2
1,498,2.4092712228218973,0.0,2
1,500,1.3252120967464782,0.0,2
1,501,5.02735703832376,0.0,2
1,502,3.635412332416697,0.0,2
1,503,0.5827621759360498,0.0,2
1,504,2.3014140326945642,0.0,2
1,505,2.4928765903392622,0.0,2
1,506,5.420461734932545,0.0,2
1,510,3.7102749766722027,0.0,2
1,511,1.6726884119783476,0.0,2
1,514,3.7330259423496153,0.0,2
1,516,2.901166799729019,0.0,2
1,518,2.475858533367769,0.0,2
1,519,4.919044002533882,0.0,2
1,520,3.3355160163432527,0.0,2
1,521,3.266477315438797,0.0,2
1,522,1.6585426690426146,0.0,2
1,523,6.042510405497642,0.0,2
1,525,3.925751640204755,0.0,2
1,526,1.80578374071385,0.0,2
1,527,4.2203092259334625,0.0,2
1,528,2.6497876735812302,10.0,2
1,531,4.602421922944177,0.0,2
1,532,4.27163556787638,0.0,2
1,533,3.3067624428713924,0.0,2
1,534,4.01491115983672,0.0,2
1,536,4.810861458434393,0.0,2
1,537,1.7744097705758246,0.0,2
1,538,3.6755529644517595,0.0,2
1,540,4.50531303214212,0.0,2
1,541,1.6167568551365499,0.0,2
1,542,7.278705912525434,0.0,2
1,543,1.5853632242587903,0.0,2
1,544,1.8930014070878538,0.0,2
1,545,3.384554523967149,0.0,2
1,546,2.4490432131654476,0.0,2
1,547,5.465753481308158,0.0,2
1,548,4.42296184341311,0.0,2
1,550,3.8576046366682095,0.0,2
1,551,3.806905126604029,0.0,2
1,553,1.5273466373300317,0.0,2
1,555,2.38418128627691,0.0,2
1,556,2.2855984501440667,0.0,2
1,557,4.235598194104504,0.0,2
1,558,4.968735206654883,0.0,2
1,559,1.8999314238006297,0.0,2
1,560,2.890020711673967,0.0,2
1,561,4.180459305565349,0.0,2
1,562,4.332723069389211,0.0,2
1,563,5.46952753397166,0.0,2
1,564,3.045897597360645,0.0,2
1,565,3.0678273278673367,0.0,2
1,566,11.858445436156385,0.0,2
1,568,5.221643306437651,0.0,2
1,570,6.297142693127673,0.0,2
1,571,2.567021075141009,0.0,2
1,572,1.9451721160154618,0.0,2
1,573,3.1193755233416565,0.0,2
1,574,5.363406237780981,0.0,2
1,575,2.8447101682333913,0.0,2
1,577,5.1355232968965225,0.0,2
1,578,3.3080079568274723,0.0,2
1,580,3.3507817736202146,0.0,2
1,581,2.304777601248907,0.0,2
1,582,1.6901109812121222,0.0,2
1,583,1.0696999936362517,0.0,2
1,584,3.1696299449751932,0.0,2
1,586,2.881571758200448,0.0,2
1,587,3.0105541862819583,0.0,2
1,588,2.5221647228793542,0.0,2
1,589,1.817909482023109,0.0,2
1,590,2.7403545933493034,0.0,2
1,591,6.275815108263615,0.0,2
1,593,5.182035516870845,0.0,2
1,594,2.8333544528387233,0.0,2
1,596,4.041203706073769,0.0,2
1,597,1.818511763558056,0.0,2
1,598,4.719211995240365,0.0,2
1,599,3.0478553584583556,0.0,2
1,600,7.102924726866257,0.0,2
1,603,2.132740782869758,0.0,1
1,604,2.3679354171637965,0.0,1
1,605,4.260596251235517,0.0,1
1,607,5.7043413486681285,0.0,1
1,608,2.651203766174448,0.0,1
1,609,2.433493663980268,20.0,1
1,610,5.489171400153476,0.0,1
1,611,26.54389461516854,0.0,1
1,612,4.542133418235989,0.0,1
1,613,3.6769689670574124,0.0,1
1,614,2.926613267538382,5.0,1
1,615,3.535439522049937,0.0,1
1,616,2.8295031608611922,0.0,1
1,617,7.195293823947734,0.0,1
1,618,3.9634028566092243,0.0,1
1,619,4.427649783810941,0.0,1
1,620,3.6193706367331506,0.0,1
1,621,3.1661822134381294,0.0,1
1,623,2.772359821099372,0.0,1
1,624,3.4225563575750675,0.0,1
1,625,2.959139633959874,0.0,1
1,626,1.3649344477114993,0.0,1
1,627,1.8853997425270932,0.0,1
1,628,4.727879969468661,0.0,1
1,629,3.0354194468201556,0.0,1
1,630,0.9988273083532798,0.0,1
1,631,1.8736269369105292,0.0,1
1,632,3.2626258555528387,0.0,1
1,634,3.8537347347266375,0.0,1
1,637,2.1870457741280678,0.0,1
1,639,3.760906538379472,0.0,1
1,640,3.9452737981253714,0.0,1
1,641,3.751524381603898,0.0,1
1,642,1.9407360206417077,0.0,1
1,643,4.272610849042477,0.0,1
1,645,2.304929535843137,0.0,1
1,646,3.0138882086621663,0.0,1
1,648,1.7973150574901613,0.0,1
1,649,4.4275121056858815,0.0,1
1,650,2.4809313455674245,0.0,1
1,651,1.8711117444679937,0.0,1
1,652,4.112446706191207,0.0,1
1,653,2.3403285121823956,0.0,1
1,654,1.8599630984161653,0.0,1
1,656,2.1990093874151007,0.0,1
1,659,2.2049726115767982,0.0,1
1,660,3.5075367251341043,0.0,1
1,661,1.6759038978390717,0.0,1
1,662,4.1581192230695105,0.0,1
1,664,3.6594485435182285,0.0,1
1,665,2.3062444195714695,0.0,1
1,667,2.838052366997036,0.0,1
1,668,2.781609661472648,0.0,1
1,669,1.434267952300859,0.0,1
1,670,1.7821647993822238,0.0,1
1,671,1.6106169347338362,0.0,1
1,672,3.987549257741735,0.0,1
1,675,3.1443370104476633,0.0,1
1,677,2.988090956432333,0.0,1
1,678,1.3379312990112946,0.0,1
1,680,2.4522325487968226,0.0,1
1,682,1.1494105292058427,0.0,1
1,683,2.371423506970077,0.0,1
1,685,3.6055629569336327,0.0,1
1,686,0.48566497401424413,0.0,1
1,687,1.962466752778032,0.0,1
1,688,3.685754674511792,0.0,1
1,689,1.3776101720746312,0.0,1
1,691,2.1733041273016154,0.0,1
1,692,1.6268984913684867,0.0,1
1,693,4.095257024494202,0.0,1
1,694,1.7035043857159309,0.0,1
1,695,5.1271750674714,0.0,1
1,696,4.356308617446452,0.0,1
1,697,3.486319789884009,0.0,1
1,700,3.754361851142567,0.0,1
1,701,2.453255904928669,0.0,1
1,702,2.817220900825893,0.0,1
1,703,2.102153356188744,0.0,1
1,705,5.981645804447508,0.0,1
1,706,4.009944087433784,0.0,1
1,707,1.339503676705843,0.0,1
1,708,1.7826934063720223,0.0,0
2,712,3.822011344257366,0.0,3
2,714,3.3174503188633437,10.0,3
2,715,1.6646070838853708,0.0,3
2,716,0.9574788478731457,0.0,3
2,717,2.5131442056009843,0.0,3
2,718,2.4101110487547825,0.0,3
2,719,1.4241573878499953,0.0,3
2,721,2.721589030727031,0.0,3
2,722,1.9073384060363208,0.0,3
2,723,3.357802542199505,0.0,3
2,725,2.4898352696323762,0.0,3
2,726,1.6686009948380183,0.0,3
2,728,1.301433584420041,0.0,3
2,729,2.4451853465897213,0.0,3
2,730,1.0682349562390434,0.0,3
2,731,4.2191635878004075,0.0,3
2,732,2.0192865298422484,0.0,3
2,733,2.8005855522549106,0.0,3
2,735,1.2601676486108107,0.0,3
2,736,2.3085322024771147,0.0,3
2,738,1.364581580927997,0.0,3
2,739,3.004766504205368,0.0,3
2,741,1.7442269747652852,0.0,3
2,743,2.608554304147433,0.0,3
2,745,1.8678931867930944,0.0,3
2,746,2.7588639183898525,0.0,3
2,747,1.8938537277684062,0.0,3
2,748,1.0177716806387649,0.0,3
2,749,0.7240201508926456,0.0,3
2,751,0.48665571879062625,0.0,3
2,752,1.7557365681181247,0.0,3
2,754,0.9305894586854593,0.0,3
2,755,1.0423345280196115,0.0,3
2,756,1.5584634161437707,0.0,3
2,757,0.8231916007072079,0.0,3
2,758,1.0863405274803128,0.0,3
2,759,0.886687656654281,0.0,3
2,760,1.7082729895590174,0.0,3
2,761,1.7446657767259626,0.0,3
2,762,1.4120673994353574,0.0,3
2,763,0.8874800709366125,0.0,3
2,764,1.1458613238728685,0.0,3
2,766,0.7920777960696674,0.0,3
2,767,0.8322270750416535,0.0,3
2,768,0.9826703580665246,0.0,3
2,769,0.8700547728685872,0.0,3
2,770,0.7070925773652598,0.0,3
2,771,3.7081487144927587,0.0,3
2,772,1.1366838531181969,0.0,3
2,774,1.0741828802900502,0.0,3
2,775,0.876199343200258,0.0,3
2,776,0.7957435070751396,0.0,3
2,777,0.8176408933667015,0.0,3
2,778,1.08719054108868,0.0,3
2,779,0.2787136636882874,0.0,3
2,780,1.2556608295545717,0.0,3
2,781,1.2456131102201249,0.0,3
2,783,0.7861211751293846,0.0,3
2,785,1.2623272630503197,0.0,3
2,786,1.1117938363031383,0.0,3
2,787,0.9137102705953671,0.0,3
2,788,0.8878281000078108,0.0,3
2,789,1.4309239710433537,5.0,3
2,791,0.7278221781860912,0.0,3
2,792,0.8840442637682692,0.0,3
2,793,0.8861853771230331,0.0,3
2,795,1.361212877681215,0.0,3
2,796,1.5535831891317864,0.0,3
2,797,0.6660885260607688,0.0,3
2,798,2.6252429985093646,0.0,3
2,799,0.9126834861658116,0.0,3
2,800,1.1222160644841745,0.0,3
2,801,1.5798700648137813,0.0,3
2,802,1.4591200872460006,0.0,3
2,807,0.8055268718047593,0.0,3
2,808,0.9362125014785627,0.0,3
2,809,1.524360124266825,0.0,3
2,810,1.635403001468008,0.0,3
2,811,1.3069390031618169,0.0,3
2,812,0.8570205700231648,0.0,3
2,813,0.8148471408386143,0.0,3
2,814,0.8275582061334451,0.0,3
2,815,0.7842973976646436,0.0,3
2,816,0.6669833670294585,0.0,3
2,819,1.3203484190446781,0.0,3
2,820,1.6047302405850972,0.0,3
2,821,1.4069651984683136,0.0,3
2,822,1.367677523149373,0.0,3
2,823,1.0910943245798665,0.0,3
2,824,3.1215546921506867,0.0,3
2,825,1.4288748833471352,0.0,3
2,826,2.382854842664654,0.0,3
2,828,1.0400178516521545,0.0,3
2,829,1.0043701557078584,0.0,3
2,830,0.9139100079716095,0.0,3
2,831,0.7712804000609726,0.0,3
2,832,0.8577677659940678,0.0,3
2,833,1.6511752878832373,0.0,3
2,834,1.1626905375966008,0.0,3
2,835,1.3252230069836528,0.0,3
2,836,3.5158916076055546,0.0,3
2,837,1.428268209090614,0.0,3
2,838,0.7829633479679907,0.0,3
2,839,1.019348773034089,0.0,3
2,841,0.685792155329093,0.0,3
2,842,0.747261393647969,0.0,3
2,845,1.0394831924139853,0.0,3
2,846,0.8351204501549292,0.0,3
2,847,1.0753264698900247,0.0,3
2,848,1.3017843145793322,0.0,3
2,852,0.7028946787920136,0.0,3
2,853,0.37096225149265816,0.0,3
2,854,0.6216231808967556,0.0,3
2,855,1.0847175050367008,0.0,3
2,856,0.6543225266167956,0.0,3
2,857,1.1826945505450603,0.0,3
2,858,0.5625968889915397,0.0,3
2,859,0.2978348049111984,0.0,3
2,860,0.7243084497473152,0.0,3
2,862,1.145713556582591,0.0,3
2,863,0.882941605714052,0.0,3
2,865,0.9194169765526563,0.0,3
2,866,0.5175513535148004,0.0,3
2,867,0.9123593456264083,0.0,3
2,868,1.0989850669234293,0.0,3
2,869,1.5727612670555637,0.0,3
2,870,0.7674796472361292,0.0,3
2,873,1.0266221647452762,0.0,3
2,874,1.0188148604810967,0.0,3
2,875,0.49610833123053943,0.0,3
2,876,1.3409096637065818,0.0,3
2,877,0.9059788193885139,0.0,3
2,880,1.2932291095275135,0.0,3
2,881,1.99615590241766,0.0,3
2,882,1.4301893743258929,0.0,3
2,884,1.545841557347879,0.0,3
2,885,1.6323498734052095,0.0,3
2,886,0.7978846119114289,0.0,3
2,887,1.417257577864357,0.0,3
2,888,0.8024984482551819,0.0,3
2,889,1.0268586677452927,5.0,3
2,890,0.7149257214454001,0.0,3
2,891,1.0992369966191973,0.0,3
2,892,3.7443874929946457,0.0,3
2,893,0.9610631125269704,0.0,3
2,894,1.836537023813337,0.0,3
2,895,1.6305745697140335,0.0,3
2,896,1.0973357309462963,15.0,3
2,898,2.475063415680012,0.0,3
2,899,1.0870140016123924,0.0,3
2,900,1.7036736343220862,0.0,3
2,901,1.3958727815377683,0.0,3
2,903,0.8964622655097676,0.0,3
2,904,0.872856390318546,0.0,3
2,905,1.2425240127803687,0.0,3
2,907,1.1113854054239263,0.0,3
2,909,1.5961699633537474,0.0,3
2,910,1.143059964067145,0.0,3
2,914,1.6893443106253923,0.0,3
2,915,1.0729201712930498,0.0,3
2,916,0.5461871724618862,0.0,3
2,919,0.9656988643121075,0.0,3
2,920,1.5331430840395002,0.0,2
2,921,0.5935536673660397,0.0,2
2,922,1.1872662504882563,0.0,2
2,923,0.5338137421789503,0.0,2
2,927,0.9341710608357755,0.0,2
2,928,1.333973653540981,0.0,2
2,929,0.5765049107702395,0.0,2
2,930,1.2507007485808364,0.0,2
2,931,0.881484332796569,0.0,2
2,932,0.9756945059749381,0.0,2
2,933,2.2917711969357604,0.0,2
2,935,2.1162981786683694,0.0,2
2,936,0.643327087873302,0.0,2
2,938,1.0181063741087408,0.0,2
2,940,0.8508535350113399,0.0,2
2,942,0.29097746732585256,0.0,2
2,943,1.1472592123881282,0.0,2
2,944,0.6973883934176933,0.0,2
2,945,0.9790602400121535,0.0,2
2,948,1.4656793167652165,0.0,2
2,949,1.152096793304634,0.0,2
2,950,1.130731401062355,0.0,2
2,953,1.0722354840048336,0.0,2
2,954,1.0595359546848413,0.0,2
2,955,1.3186714709213525,0.0,2
2,956,0.5392990069130897,0.0,2
2,957,0.6755090093781222,0.0,2
2,958,1.2232276568967393,0.0,2
2,959,0.8217000129009545,0.0,2
2,961,0.49459404720062583,0.0,2
2,964,0.5286278274628272,0.0,2
2,965,1.182542377325918,0.0,2
2,966,1.7198025425061012,0.0,2
2,968,0.6872238602979615,0.0,2
2,969,0.49378920982431607,0.0,2
2,971,1.9558983351900772,0.0,2
2,972,2.3798908236209244,0.0,2
2,974,2.4588185283409163,0.0,2
2,975,0.7166987985505642,0.0,2
2,977,0.5958044248363008,0.0,2
2,978,1.412807737236331,0.0,2
2,979,1.2864202442030737,0.0,2
2,980,2.0209172665842314,0.0,2
2,981,1.2225550636171667,0.0,2
2,982,0.9302464560487155,0.0,2
2,987,1.3879071718003766,0.0,2
2,988,0.735206336687898,0.0,2
2,989,0.26393548661727584,0.0,2
2,990,2.2377601197388466,0.0,2
2,993,1.2375694170621558,0.0,2
2,994,1.781791322110756,0.0,2
2,995,4.499962048014173,0.0,2
2,1000,2.9038950417301037,0.0,2
2,1003,1.8552079919796272,0.0,2
2,1004,2.0254163850136795,0.0,2
2,1005,2.4415852948094487,0.0,2
2,1006,1.1585351015110372,0.0,2
2,1008,1.5972987658597781,0.0,2
2,1010,0.9115562857573368,0.0,2
2,1011,2.699059187994212,0.0,2
2,1013,2.24976244893544,0.0,2
2,1014,1.604693454246045,0.0,2
2,1017,2.2426019682339198,0.0,2
2,1018,2.7440934208563843,0.0,2
2,1020,2.3549063606784832,0.0,2
2,1021,2.5476962690449927,0.0,2
2,1022,1.398073442682482,0.0,2
2,1023,0.3629763497524177,0.0,1
2,1024,0.7908701215365017,0.0,1
2,1025,0.989346621060584,0.0,1
2,1026,1.10547931033287,0.0,1
2,1027,2.0491187085466955,0.0,1
2,1028,0.9401717144060695,0.0,1
2,1029,1.8649059664316974,0.0,1
2,1030,1.4766694673752656,0.0,1
2,1031,2.0593843826683904,0.0,1
2,1032,2.167108132875027,0.0,1
2,1036,1.803118149108493,0.0,1
2,1037,0.544648457418795,0.0,1
2,1038,3.084579575133608,0.0,1
2,1039,1.347220830340926,0.0,1
2,1040,2.541255166355356,0.0,1
2,1041,1.4089775131134623,0.0,1
2,1042,0.6847394711684691,0.0,1
2,1043,2.9566187071142505,0.0,1
2,1044,1.7798025130598831,0.0,1
2,1046,3.4426654164848918,15.0,1
2,1048,2.247576132440657,0.0,1
2,1049,1.9564717293479044,0.0,1
2,1051,1.6915114889192993,0.0,1
2,1052,1.537007363296431,0.0,1
2,1053,1.1495423060322807,0.0,1
2,1055,3.2444107807039426,0.0,1
2,1056,1.3095913985763323,0.0,1
2,1057,1.4819147055458128,0.0,1
2,1059,1.720847747985616,0.0,1
2,1060,2.4773190312719517,0.0,1
2,1061,2.0517022211403253,0.0,1
2,1062,2.1764439962106508,0.0,1
2,1063,2.5509804943811685,0.0,1
2,1065,1.1237480632996735,0.0,1
